site,timestamp,util,dmo,resp
local,0,0.657521346571,0.193512186124,0.257385119926
local,1,0.21985924144,0.233054583701,0.35501075041
local,2,0.535739528622,0.054754973468,0.036038562281
local,3,0.217977639912,0.158219055736,0.702814743751
local,4,0.318747928653,0.100711731115,0.368677357185
local,5,0.528551227773,0.00119879702845,0.48886367789
local,6,0.330484697767,0.259412970377,0.621685755076
local,7,0.565754896345,0.18236309641,0.224331385472
local,8,0.395203931014,0.247123820636,0.120150322702
local,9,0.66409255082,0.0838927146963,0.121855392181
local,10,0.383214062034,0.181741190962,0.291734717694
local,11,0.557909491075,0.0776623316527,0.0871817288718
local,12,0.735896847973,0.0798110548341,0.162985156926
local,13,0.408076017302,0.088659329614,0.582362648677
local,14,0.706700737257,0.262735442388,0.452674716713
local,15,0.400361880812,0.164601057568,0.4156778101
local,16,0.458622869788,0.0836595574935,0.146072849822
local,17,0.642308174344,0.05592591432,0.553502168431
local,18,0.665266957244,0.0565817769663,0.793548734194
local,19,0.268214755045,0.206685078152,0.648616733386
local,20,0.561662991148,0.182793346329,0.0337013137503
local,21,0.48543641647,0.047697382863,0.784656920906
local,22,0.0271033832165,0.12394091336,0.15007433706
local,23,0.202794665932,0.0660669153351,0.453720493166
local,24,0.408346363939,0.0987982473186,0.436841891
local,25,0.117459913063,0.0576340591399,0.0580757547761
local,26,0.255651473396,0.234679426347,0.159613072317
local,27,0.346296284268,0.106769236915,0.580674859335
local,28,0.427301023917,0.265800823473,0.036941802168
local,29,0.52943800848,0.0433660167176,0.283597983948
local,30,0.39774699555,0.188078606429,0.335641328773
local,31,0.530248716825,0.0732159023972,0.190555959241
local,32,0.305281279714,0.0615202226785,0.542210260359
local,33,0.293139557606,0.236936080423,0.203541402586
local,34,0.750345773735,0.172685793252,0.203081721393
local,35,0.833604629098,0.388533098284,0.117923712384
local,36,0.397848081522,0.233951592939,0.0628903678251
local,37,0.419970597623,0.154899844388,0.0968075062338
local,38,0.299012690987,0.00333585405736,0.605955490598
local,39,0.308313774384,0.121419417231,0.238267912768
local,40,0.479206820085,0.0200231548403,0.14509769653
local,41,0.308316852052,0.0932335763805,0.225961449419
local,42,0.503978563449,0.023006990923,0.102303684163
local,43,0.732504402344,0.076244540273,0.127566298402
local,44,0.106952761206,0.151480113831,0.732426046017
local,45,0.390452648457,0.0202377075205,0.528832332538
local,46,0.688027513284,0.0911627557701,0.0806771163133
local,47,0.16080484689,0.12031647948,0.061063313276
local,48,0.223151054784,0.0289024686411,0.287446966219
local,49,0.766616634507,0.00709155336699,0.431684790964
local,50,0.27384069034,0.225772350316,0.279885980598
local,51,0.246237497029,0.135445206396,0.747141552336
local,52,0.26959691221,0.0981121973124,0.801999588555
local,53,0.624916683007,0.264040852618,0.283677615123
local,54,0.112931795762,0.0986828344603,0.711678206346
local,55,0.60285208345,0.0411738840078,0.329614669814
